scenario,zip_code,state,channel,bundle,district,wholesaler,has_commercial_opportunity
51_total_13n_11wh_24fi_3wifi,71209,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71212,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71212,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71212,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71218,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71218,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71218,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71219,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71219,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71219,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71220,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71220,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71220,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71222,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71222,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71222,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71223,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71223,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71223,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71225,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71225,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71225,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71226,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71226,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71226,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71227,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71227,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71227,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71229,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71229,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71229,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71230,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71230,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71230,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71232,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71232,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71232,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71233,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71233,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71233,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71234,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71234,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71234,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71235,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71235,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71235,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71237,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71237,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71237,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71238,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71238,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71238,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71241,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71241,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71241,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71242,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71242,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71242,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71243,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71243,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71243,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71245,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71245,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71245,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71247,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71247,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71247,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71250,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71250,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71250,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71251,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71251,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71251,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71253,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71253,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71253,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71254,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71254,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71254,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71256,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71256,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71256,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71259,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71259,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71259,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71260,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71260,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71260,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71261,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71261,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71261,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71263,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71263,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71263,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71264,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71264,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71264,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71266,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71266,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71266,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71268,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71268,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71268,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71269,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71269,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71269,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71270,LA,FI,FI,FI_19,R0043,True
51_total_13n_11wh_24fi_3wifi,71270,LA,National,N,N_07,R0007,True
51_total_13n_11wh_24fi_3wifi,71270,LA,Wealth,WH,WH_05,R0018,True
51_total_13n_11wh_24fi_3wifi,71272,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71272,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71272,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71275,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71275,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71275,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71276,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71276,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71276,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71277,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71277,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71277,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71279,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71279,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71279,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71280,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71280,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71280,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71282,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71282,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71282,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71286,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71286,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71286,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71291,LA,FI,FI,FI_19,R0043,True
51_total_13n_11wh_24fi_3wifi,71291,LA,National,N,N_07,R0007,True
51_total_13n_11wh_24fi_3wifi,71291,LA,Wealth,WH,WH_05,R0018,True
51_total_13n_11wh_24fi_3wifi,71292,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71292,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71292,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71295,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71295,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71295,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71301,LA,FI,FI,FI_19,R0043,True
51_total_13n_11wh_24fi_3wifi,71301,LA,National,N,N_07,R0007,True
51_total_13n_11wh_24fi_3wifi,71301,LA,Wealth,WH,WH_05,R0018,True
51_total_13n_11wh_24fi_3wifi,71302,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71302,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71302,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71303,LA,FI,FI,FI_19,R0043,True
51_total_13n_11wh_24fi_3wifi,71303,LA,National,N,N_07,R0007,True
51_total_13n_11wh_24fi_3wifi,71303,LA,Wealth,WH,WH_05,R0018,True
51_total_13n_11wh_24fi_3wifi,71316,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71316,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71316,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71320,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71320,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71320,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71322,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71322,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71322,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71323,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71323,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71323,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71325,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71325,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71325,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71326,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71326,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71326,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71327,LA,FI,FI,FI_19,R0043,True
51_total_13n_11wh_24fi_3wifi,71327,LA,National,N,N_07,R0007,True
51_total_13n_11wh_24fi_3wifi,71327,LA,Wealth,WH,WH_05,R0018,True
51_total_13n_11wh_24fi_3wifi,71328,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71328,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71328,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71330,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71330,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71330,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71331,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71331,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71331,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71333,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71333,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71333,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71334,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71334,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71334,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71336,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71336,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71336,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71339,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71339,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71339,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71340,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71340,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71340,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71341,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71341,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71341,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71342,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71342,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71342,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71343,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71343,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71343,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71345,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71345,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71345,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71346,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71346,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71346,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71350,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71350,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71350,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71351,LA,FI,FI,FI_19,R0043,True
51_total_13n_11wh_24fi_3wifi,71351,LA,National,N,N_07,R0007,True
51_total_13n_11wh_24fi_3wifi,71351,LA,Wealth,WH,WH_05,R0018,True
51_total_13n_11wh_24fi_3wifi,71353,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71353,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71353,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71354,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71354,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71354,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71355,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71355,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71355,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71356,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71356,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71356,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71357,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71357,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71357,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71358,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71358,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71358,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71359,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71359,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71359,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71360,LA,FI,FI,FI_19,R0043,True
51_total_13n_11wh_24fi_3wifi,71360,LA,National,N,N_07,R0007,True
51_total_13n_11wh_24fi_3wifi,71360,LA,Wealth,WH,WH_05,R0018,True
51_total_13n_11wh_24fi_3wifi,71362,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71362,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71362,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71366,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71366,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71366,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71367,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71367,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71367,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71368,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71368,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71368,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71369,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71369,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71369,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71371,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71371,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71371,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71373,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71373,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71373,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71375,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71375,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71375,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71378,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71378,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71378,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71401,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71401,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71401,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71403,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71403,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71403,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71404,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71404,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71404,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71405,LA,FI,FI,FI_19,R0043,True
51_total_13n_11wh_24fi_3wifi,71405,LA,National,N,N_07,R0007,True
51_total_13n_11wh_24fi_3wifi,71405,LA,Wealth,WH,WH_05,R0018,True
51_total_13n_11wh_24fi_3wifi,71406,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71406,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71406,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71407,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71407,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71407,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71409,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71409,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71409,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71410,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71410,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71410,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71411,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71411,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71411,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71414,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71414,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71414,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71415,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71415,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71415,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71416,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71416,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71416,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71417,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71417,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71417,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71418,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71418,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71418,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71419,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71419,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71419,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71422,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71422,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71422,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71423,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71423,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71423,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71424,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71424,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71424,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71425,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71425,LA,National,N,N_07,R0007,False
51_total_13n_11wh_24fi_3wifi,71425,LA,Wealth,WH,WH_05,R0018,False
51_total_13n_11wh_24fi_3wifi,71426,LA,FI,FI,FI_19,R0043,False
51_total_13n_11wh_24fi_3wifi,71426,LA,National,N,N_07,R0007,False
