scenario,zip_code,current_channel,state,model_channel,district,district_channels,rep
Group 1 Exact National (14 N),47025,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47025,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47025,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47025,WH,IN,WH,other,,
Group 1 Exact National (14 N),47025,FI,IN,FI,other,,
Group 1 Exact National (14 N),47112,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47112,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47112,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47112,WH,IN,WH,other,,
Group 1 Exact National (14 N),47112,FI,IN,FI,other,,
Group 1 Exact National (14 N),47119,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47119,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47119,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47119,WH,IN,WH,other,,
Group 1 Exact National (14 N),47119,FI,IN,FI,other,,
Group 1 Exact National (14 N),47129,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47129,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47129,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47129,WH,IN,WH,other,,
Group 1 Exact National (14 N),47129,FI,IN,FI,other,,
Group 1 Exact National (14 N),47130,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47130,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47130,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47130,WH,IN,WH,other,,
Group 1 Exact National (14 N),47130,FI,IN,FI,other,,
Group 1 Exact National (14 N),47150,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47150,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47150,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47150,WH,IN,WH,other,,
Group 1 Exact National (14 N),47150,FI,IN,FI,other,,
Group 1 Exact National (14 N),47172,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47172,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47172,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47172,WH,IN,WH,other,,
Group 1 Exact National (14 N),47172,FI,IN,FI,other,,
Group 1 Exact National (14 N),47201,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47201,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47201,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47201,WH,IN,WH,other,,
Group 1 Exact National (14 N),47201,FI,IN,FI,other,,
Group 1 Exact National (14 N),47274,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47274,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47274,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47274,WH,IN,WH,other,,
Group 1 Exact National (14 N),47274,FI,IN,FI,other,,
Group 1 Exact National (14 N),47303,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47303,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47303,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47303,WH,IN,WH,other,,
Group 1 Exact National (14 N),47303,FI,IN,FI,other,,
Group 1 Exact National (14 N),47304,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47304,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47304,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47304,WH,IN,WH,other,,
Group 1 Exact National (14 N),47304,FI,IN,FI,other,,
Group 1 Exact National (14 N),47305,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47305,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47305,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47305,WH,IN,WH,other,,
Group 1 Exact National (14 N),47305,FI,IN,FI,other,,
Group 1 Exact National (14 N),47356,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47356,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47356,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47356,WH,IN,WH,other,,
Group 1 Exact National (14 N),47356,FI,IN,FI,other,,
Group 1 Exact National (14 N),47362,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47362,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47362,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47362,WH,IN,WH,other,,
Group 1 Exact National (14 N),47362,FI,IN,FI,other,,
Group 1 Exact National (14 N),47374,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47374,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47374,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47374,WH,IN,WH,other,,
Group 1 Exact National (14 N),47374,FI,IN,FI,other,,
Group 1 Exact National (14 N),47401,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47401,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47401,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47401,WH,IN,WH,other,,
Group 1 Exact National (14 N),47401,FI,IN,FI,other,,
Group 1 Exact National (14 N),47403,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47403,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47403,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47403,WH,IN,WH,other,,
Group 1 Exact National (14 N),47403,FI,IN,FI,other,,
Group 1 Exact National (14 N),47404,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47404,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47404,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47404,WH,IN,WH,other,,
Group 1 Exact National (14 N),47404,FI,IN,FI,other,,
Group 1 Exact National (14 N),47408,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47408,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47408,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47408,WH,IN,WH,other,,
Group 1 Exact National (14 N),47408,FI,IN,FI,other,,
Group 1 Exact National (14 N),47421,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47421,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47421,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47421,WH,IN,WH,other,,
Group 1 Exact National (14 N),47421,FI,IN,FI,other,,
Group 1 Exact National (14 N),47424,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47424,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47424,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47424,WH,IN,WH,other,,
Group 1 Exact National (14 N),47424,FI,IN,FI,other,,
Group 1 Exact National (14 N),47448,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47448,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47448,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47448,WH,IN,WH,other,,
Group 1 Exact National (14 N),47448,FI,IN,FI,other,,
Group 1 Exact National (14 N),47546,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47546,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47546,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47546,WH,IN,WH,other,,
Group 1 Exact National (14 N),47546,FI,IN,FI,other,,
Group 1 Exact National (14 N),47586,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47586,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47586,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47586,WH,IN,WH,other,,
Group 1 Exact National (14 N),47586,FI,IN,FI,other,,
Group 1 Exact National (14 N),47620,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47620,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47620,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47620,WH,IN,WH,other,,
Group 1 Exact National (14 N),47620,FI,IN,FI,other,,
Group 1 Exact National (14 N),47630,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47630,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47630,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47630,WH,IN,WH,other,,
Group 1 Exact National (14 N),47630,FI,IN,FI,other,,
Group 1 Exact National (14 N),47670,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47670,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47670,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47670,WH,IN,WH,other,,
Group 1 Exact National (14 N),47670,FI,IN,FI,other,,
Group 1 Exact National (14 N),47708,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47708,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47708,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47708,WH,IN,WH,other,,
Group 1 Exact National (14 N),47708,FI,IN,FI,other,,
Group 1 Exact National (14 N),47710,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47710,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47710,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47710,WH,IN,WH,other,,
Group 1 Exact National (14 N),47710,FI,IN,FI,other,,
Group 1 Exact National (14 N),47711,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47711,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47711,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47711,WH,IN,WH,other,,
Group 1 Exact National (14 N),47711,FI,IN,FI,other,,
Group 1 Exact National (14 N),47712,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47712,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47712,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47712,WH,IN,WH,other,,
Group 1 Exact National (14 N),47712,FI,IN,FI,other,,
Group 1 Exact National (14 N),47714,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47714,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47714,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47714,WH,IN,WH,other,,
Group 1 Exact National (14 N),47714,FI,IN,FI,other,,
Group 1 Exact National (14 N),47715,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47715,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47715,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47715,WH,IN,WH,other,,
Group 1 Exact National (14 N),47715,FI,IN,FI,other,,
Group 1 Exact National (14 N),47725,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47725,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47725,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47725,WH,IN,WH,other,,
Group 1 Exact National (14 N),47725,FI,IN,FI,other,,
Group 1 Exact National (14 N),47802,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47802,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47802,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47802,WH,IN,WH,other,,
Group 1 Exact National (14 N),47802,FI,IN,FI,other,,
Group 1 Exact National (14 N),47803,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47803,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47803,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47803,WH,IN,WH,other,,
Group 1 Exact National (14 N),47803,FI,IN,FI,other,,
Group 1 Exact National (14 N),47804,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47804,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47804,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47804,WH,IN,WH,other,,
Group 1 Exact National (14 N),47804,FI,IN,FI,other,,
Group 1 Exact National (14 N),47807,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47807,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47807,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47807,WH,IN,WH,other,,
Group 1 Exact National (14 N),47807,FI,IN,FI,other,,
Group 1 Exact National (14 N),47901,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47901,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47901,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47901,WH,IN,WH,other,,
Group 1 Exact National (14 N),47901,FI,IN,FI,other,,
Group 1 Exact National (14 N),47904,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47904,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47904,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47904,WH,IN,WH,other,,
Group 1 Exact National (14 N),47904,FI,IN,FI,other,,
Group 1 Exact National (14 N),47905,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47905,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47905,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47905,WH,IN,WH,other,,
Group 1 Exact National (14 N),47905,FI,IN,FI,other,,
Group 1 Exact National (14 N),47906,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47906,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47906,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47906,WH,IN,WH,other,,
Group 1 Exact National (14 N),47906,FI,IN,FI,other,,
Group 1 Exact National (14 N),47933,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47933,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47933,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47933,WH,IN,WH,other,,
Group 1 Exact National (14 N),47933,FI,IN,FI,other,,
Group 1 Exact National (14 N),47944,National (Chase),IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47944,Wells WH,IN,N_WH,N_05,N,R0005
Group 1 Exact National (14 N),47944,Wells FI,IN,N_FI,N_05,N,R0005
Group 1 Exact National (14 N),47944,WH,IN,WH,other,,
Group 1 Exact National (14 N),47944,FI,IN,FI,other,,
Group 1 Exact National (14 N),48001,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48001,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48001,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48001,WH,MI,WH,other,,
Group 1 Exact National (14 N),48001,FI,MI,FI,other,,
Group 1 Exact National (14 N),48005,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48005,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48005,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48005,WH,MI,WH,other,,
Group 1 Exact National (14 N),48005,FI,MI,FI,other,,
Group 1 Exact National (14 N),48009,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48009,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48009,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48009,WH,MI,WH,other,,
Group 1 Exact National (14 N),48009,FI,MI,FI,other,,
Group 1 Exact National (14 N),48015,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48015,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48015,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48015,WH,MI,WH,other,,
Group 1 Exact National (14 N),48015,FI,MI,FI,other,,
Group 1 Exact National (14 N),48025,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48025,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48025,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48025,WH,MI,WH,other,,
Group 1 Exact National (14 N),48025,FI,MI,FI,other,,
Group 1 Exact National (14 N),48034,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48034,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48034,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48034,WH,MI,WH,other,,
Group 1 Exact National (14 N),48034,FI,MI,FI,other,,
Group 1 Exact National (14 N),48035,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48035,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48035,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48035,WH,MI,WH,other,,
Group 1 Exact National (14 N),48035,FI,MI,FI,other,,
Group 1 Exact National (14 N),48036,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48036,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48036,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48036,WH,MI,WH,other,,
Group 1 Exact National (14 N),48036,FI,MI,FI,other,,
Group 1 Exact National (14 N),48038,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48038,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48038,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48038,WH,MI,WH,other,,
Group 1 Exact National (14 N),48038,FI,MI,FI,other,,
Group 1 Exact National (14 N),48040,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48040,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48040,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48040,WH,MI,WH,other,,
Group 1 Exact National (14 N),48040,FI,MI,FI,other,,
Group 1 Exact National (14 N),48042,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48042,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48042,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48042,WH,MI,WH,other,,
Group 1 Exact National (14 N),48042,FI,MI,FI,other,,
Group 1 Exact National (14 N),48043,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48043,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48043,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48043,WH,MI,WH,other,,
Group 1 Exact National (14 N),48043,FI,MI,FI,other,,
Group 1 Exact National (14 N),48044,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48044,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48044,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48044,WH,MI,WH,other,,
Group 1 Exact National (14 N),48044,FI,MI,FI,other,,
Group 1 Exact National (14 N),48051,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48051,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48051,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48051,WH,MI,WH,other,,
Group 1 Exact National (14 N),48051,FI,MI,FI,other,,
Group 1 Exact National (14 N),48059,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48059,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48059,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48059,WH,MI,WH,other,,
Group 1 Exact National (14 N),48059,FI,MI,FI,other,,
Group 1 Exact National (14 N),48060,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48060,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48060,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48060,WH,MI,WH,other,,
Group 1 Exact National (14 N),48060,FI,MI,FI,other,,
Group 1 Exact National (14 N),48066,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48066,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48066,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48066,WH,MI,WH,other,,
Group 1 Exact National (14 N),48066,FI,MI,FI,other,,
Group 1 Exact National (14 N),48067,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48067,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48067,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48067,WH,MI,WH,other,,
Group 1 Exact National (14 N),48067,FI,MI,FI,other,,
Group 1 Exact National (14 N),48069,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48069,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48069,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48069,WH,MI,WH,other,,
Group 1 Exact National (14 N),48069,FI,MI,FI,other,,
Group 1 Exact National (14 N),48070,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48070,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48070,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48070,WH,MI,WH,other,,
Group 1 Exact National (14 N),48070,FI,MI,FI,other,,
Group 1 Exact National (14 N),48076,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48076,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48076,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48076,WH,MI,WH,other,,
Group 1 Exact National (14 N),48076,FI,MI,FI,other,,
Group 1 Exact National (14 N),48079,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48079,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48079,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48079,WH,MI,WH,other,,
Group 1 Exact National (14 N),48079,FI,MI,FI,other,,
Group 1 Exact National (14 N),48080,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48080,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48080,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48080,WH,MI,WH,other,,
Group 1 Exact National (14 N),48080,FI,MI,FI,other,,
Group 1 Exact National (14 N),48082,National (Chase),MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48082,Wells WH,MI,N_WH,N_04,N,R0004
Group 1 Exact National (14 N),48082,Wells FI,MI,N_FI,N_04,N,R0004
Group 1 Exact National (14 N),48082,WH,MI,WH,other,,
Group 1 Exact National (14 N),48082,FI,MI,FI,other,,
Group 1 Exact National (14 N),48084,National (Chase),MI,N_FI,N_04,N,R0004
